"bkz";"gkz";"name";"wber";"abg";"ung";"gueltig";"vp";"sp";"fp";"gr";"ne";"so"
617;61748;"Sinabelkirchen";3521;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61750;"Strallegg";1561;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61751;"Thannhausen";1955;1592;14;1578;553;270;443;101;117;94
617;61756;"Anger";3305;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61757;"Birkfeld";4128;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61758;"Fladnitz an der Teichalm";1465;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61759;"Gersdorf an der Feistritz";1401;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61760;"Gleisdorf";8555;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61761;"Gutenberg";1356;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61762;"Ilztal";1820;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61763;"Passail";3591;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61764;"Pischelsdorf am Kulm";3130;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61765;"Sankt Ruprecht an der Raab";4345;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;61766;"Weiz";8801;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62007;"Fohnsdorf";6211;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62008;"Gaal";1064;875;11;864;353;123;251;34;66;37
620;62010;"Hohentauern";325;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62014;"Kobenz";1724;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62021;"Pusterwald";350;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62026;"Sankt Georgen ob Judenburg";703;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62032;"Sankt Peter ob Judenburg";924;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62034;"Seckau";1062;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62036;"Unzmarkt-Frauenburg";1057;824;5;819;228;180;287;31;44;49
620;62038;"Zeltweg";5280;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62039;"Lobmingtal";1498;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62040;"Judenburg";7506;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62041;"Knittelfeld";8420;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62042;"Obdach";3146;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62043;"Pöls-Oberkurzheim";2374;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62044;"Pölstal";2103;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62045;"Sankt Marein-Feistritz";1657;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62046;"Sankt Margarethen bei Knittelfeld";2204;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62047;"Spielberg";4374;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;62048;"Weißkirchen in Steiermark";3974;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62105;"Breitenau am Hochlantsch";1264;1016;10;1006;303;270;304;22;58;49
621;62115;"Krieglach";4457;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62116;"Langenwang";3288;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62125;"Pernegg an der Mur";2043;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62128;"Sankt Lorenzen im Mürztal";2983;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62131;"Spital am Semmering";1194;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62132;"Stanz im Mürztal";1482;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62135;"Turnau";1234;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62138;"Aflenz";2025;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62139;"Bruck an der Mur";12132;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62140;"Kapfenberg";15311;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62141;"Kindberg";6646;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62142;"Mariazell";2852;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62143;"Mürzzuschlag";6143;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62144;"Neuberg an der Mürz";1941;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62145;"Sankt Barbara im Mürztal";5267;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62146;"Sankt Marein im Mürztal";2178;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62147;"Thörl";1818;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;62148;"Tragöß-Sankt Katharein";1472;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62202;"Bad Blumau";1345;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62205;"Buch-St. Magdalena";1829;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62206;"Burgau";863;670;7;663;208;100;212;53;53;37
622;62209;"Ebersdorf";1089;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62211;"Friedberg";2158;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62214;"Greinbach";1510;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62216;"Großsteinbach";1052;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62219;"Hartberg";5247;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62220;"Hartberg Umgebung";1747;1447;10;1437;636;105;457;109;91;39
622;62226;"Lafnitz";1115;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62232;"Ottendorf an der Rittschein";1315;1016;8;1008;305;103;432;56;50;62
622;62233;"Pinggau";2499;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62235;"Pöllauberg";1666;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62242;"Sankt Jakob im Walde";823;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62244;"Sankt Johann in der Haide";1897;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62245;"Sankt Lorenzen am Wechsel";1204;970;17;953;386;100;324;32;56;55
622;62247;"Schäffern";1085;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62252;"Söchau";1193;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62256;"Stubenberg";1849;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62262;"Wenigzell";1138;955;9;946;508;79;242;44;40;33
622;62264;"Bad Waltersdorf";3189;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62265;"Dechantskirchen";1673;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62266;"Feistritztal";1948;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62267;"Fürstenfeld";6913;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62268;"Grafendorf bei Hartberg";2693;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62269;"Großwilfersdorf";1705;1347;11;1336;466;149;450;99;107;65
622;62270;"Hartl";1760;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62271;"Ilz";3122;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62272;"Kaindorf";2403;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62273;"Bad Loipersdorf";1516;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62274;"Neudau";1004;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62275;"Pöllau";4983;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62276;"Rohr bei Hartberg";1163;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62277;"Rohrbach an der Lafnitz";2174;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62278;"Vorau";3840;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;62279;"Waldbach-Mönichwald";1200;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62311;"Edelsbach bei Feldbach";1133;929;13;916;352;120;281;52;63;48
623;62314;"Eichkögl";1103;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62326;"Halbenrain";1434;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62330;"Jagerberg";1360;1109;10;1099;440;72;451;30;55;51
623;62332;"Kapfenstein";1243;986;4;982;401;86;352;32;63;48
623;62335;"Klöch";1001;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62343;"Mettersdorf am Saßbach";1100;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62368;"Tieschen";1014;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62372;"Unterlamm";1063;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62375;"Bad Gleichenberg";4165;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62376;"Bad Radkersburg";2507;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62377;"Deutsch Goritz";1472;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62378;"Fehring";5901;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62379;"Feldbach";10136;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62380;"Gnas";5004;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62381;"Kirchbach-Zerlach";2647;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62382;"Kirchberg an der Raab";3750;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62383;"Mureck";2761;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62384;"Paldau";2532;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62385;"Pirching am Traubenberg";2091;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62386;"Riegersburg";4072;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62387;"Sankt Anna am Aigen";1995;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62388;"Sankt Peter am Ottersbach";2439;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62389;"Sankt Stefan im Rosental";3171;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;62390;"Straden";2881;NA;NA;NA;NA;NA;NA;NA;NA;NA
701;70101;"Innsbruck";81342;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70201;"Arzl im Pitztal";2406;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70202;"Haiming";3675;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70203;"Imst";7595;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70204;"Imsterberg";644;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70205;"Jerzens";691;499;8;491;206;51;186;13;22;13
702;70206;"Karres";522;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70207;"Karrösten";569;425;5;420;139;68;126;23;38;26
702;70208;"Längenfeld";3468;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70209;"Mieming";2940;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70210;"Mils bei Imst";493;412;1;411;145;57;108;28;42;31
702;70211;"Mötz";987;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70212;"Nassereith";1753;1208;7;1201;354;152;444;69;103;79
702;70213;"Obsteig";1030;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70214;"Oetz";1760;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70215;"Rietz";1929;1404;8;1396;341;255;527;67;128;78
702;70216;"Roppen";1423;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70217;"St. Leonhard im Pitztal";1069;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70218;"Sautens";1136;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70219;"Silz";1972;1394;8;1386;387;243;402;106;154;94
702;70220;"Sölden";2106;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70221;"Stams";1167;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70222;"Tarrenz";2125;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70223;"Umhausen";2494;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;70224;"Wenns";1675;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70301;"Absam";5642;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70302;"Aldrans";1979;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70303;"Ampass";1315;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70304;"Axams";4776;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70305;"Baumkirchen";968;729;5;724;238;92;192;60;81;61
703;70306;"Birgitz";1125;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70307;"Ellbögen";919;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70308;"Flaurling";972;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70309;"Fritzens";1648;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70310;"Fulpmes";3118;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70311;"Gnadenwald";659;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70312;"Götzens";3125;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70313;"Gries am Brenner";995;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70314;"Gries im Sellrain";498;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70315;"Grinzens";1109;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70317;"Gschnitz";352;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70318;"Hatting";1125;896;4;892;241;177;222;78;115;59
703;70319;"Inzing";3008;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70320;"Kematen in Tirol";2379;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70322;"Kolsass";1242;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70323;"Kolsassberg";670;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70325;"Lans";847;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70326;"Leutasch";1608;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70328;"Mieders";1395;1089;5;1084;332;144;323;116;111;58
703;70329;"Mils";3488;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70331;"Mutters";1635;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70332;"Natters";1595;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70333;"Navis";1635;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70334;"Neustift im Stubaital";3498;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70335;"Oberhofen im Inntal";1393;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70336;"Obernberg am Brenner";298;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70337;"Oberperfuss";2401;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70338;"Patsch";857;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70339;"Pettnau";843;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70340;"Pfaffenhofen";877;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70342;"Polling in Tirol";952;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70343;"Ranggen";827;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70344;"Reith bei Seefeld";942;691;5;686;209;77;161;76;120;43
703;70345;"Rinn";1430;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70346;"Rum";6791;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70347;"St. Sigmund im Sellrain";133;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70348;"Scharnitz";845;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70349;"Schmirn";703;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70350;"Schönberg im Stubaital";718;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70351;"Seefeld in Tirol";2045;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70352;"Sellrain";1073;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70353;"Sistrans";1758;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70354;"Hall in Tirol";9697;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70355;"Steinach am Brenner";2668;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70356;"Telfes im Stubai";1220;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70357;"Telfs";10921;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70358;"Thaur";3158;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70359;"Trins";1081;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70360;"Tulfes";1268;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70361;"Unterperfuss";190;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70362;"Vals";436;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70364;"Völs";5243;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70365;"Volders";3447;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70366;"Wattenberg";615;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70367;"Wattens";5904;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70368;"Wildermieming";756;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70369;"Zirl";6050;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;70370;"Matrei am Brenner";2762;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70401;"Aurach bei Kitzbühel";790;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70402;"Brixen im Thale";1976;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70403;"Fieberbrunn";3276;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70404;"Going am Wilden Kaiser";1294;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70405;"Hochfilzen";944;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70406;"Hopfgarten im Brixental";4284;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70407;"Itter";901;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70408;"Jochberg";1136;834;3;831;319;75;301;35;61;40
704;70409;"Kirchberg in Tirol";3546;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70410;"Kirchdorf in Tirol";2905;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70411;"Kitzbühel";5474;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70412;"Kössen";2995;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70413;"Oberndorf in Tirol";1676;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70414;"Reith bei Kitzbühel";1146;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70415;"St. Jakob in Haus";579;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70416;"St. Johann in Tirol";6533;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70417;"St. Ulrich am Pillersee";1236;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70418;"Schwendt";585;459;3;456;183;32;140;28;41;32
704;70419;"Waidring";1529;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;70420;"Westendorf";2695;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70501;"Alpbach";1934;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70502;"Angath";735;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70503;"Bad Häring";2075;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70504;"Brandenberg";1184;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70505;"Breitenbach am Inn";2661;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70506;"Brixlegg";2233;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70508;"Ebbs";4185;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70509;"Ellmau";1837;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70510;"Erl";1057;806;6;800;313;78;252;45;68;44
705;70511;"Kirchbichl";4290;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70512;"Kramsach";3768;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70513;"Kufstein";11847;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70514;"Kundl";3434;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70515;"Langkampfen";3045;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70516;"Mariastein";315;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70517;"Münster";2778;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70518;"Niederndorf";2029;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70519;"Niederndorferberg";499;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70520;"Radfeld";1790;1277;11;1266;340;168;515;54;101;88
705;70521;"Rattenberg";271;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70522;"Reith im Alpbachtal";1993;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70523;"Rettenschöss";378;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70524;"Scheffau am Wilden Kaiser";1080;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70525;"Schwoich";1957;1518;14;1504;518;157;508;87;140;94
705;70526;"Söll";2656;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70527;"Thiersee";2131;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70528;"Angerberg";1535;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70529;"Walchsee";1420;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70530;"Wildschönau";3244;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;70531;"Wörgl";8793;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70601;"Faggen";306;221;1;220;90;14;67;14;18;17
706;70602;"Fendels";215;167;3;164;96;7;36;5;10;10
706;70603;"Fiss";748;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70604;"Fließ";2350;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70605;"Flirsch";735;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70606;"Galtür";608;469;2;467;265;20;100;24;41;17
706;70607;"Grins";1108;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70608;"Ischgl";1239;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70609;"Kappl";2063;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70610;"Kaunerberg";341;253;6;247;118;22;77;6;20;4
706;70611;"Kaunertal";471;368;4;364;198;27;60;18;44;17
706;70612;"Kauns";424;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70613;"Ladis";412;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70614;"Landeck";5425;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70615;"Nauders";1086;729;5;724;308;68;218;18;68;44
706;70616;"Pettneu am Arlberg";1092;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70617;"Pfunds";1917;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70618;"Pians";575;458;1;457;194;68;100;23;44;28
706;70619;"Prutz";1327;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70620;"Ried im Oberinntal";949;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70621;"St. Anton am Arlberg";1673;1263;10;1253;604;85;216;81;202;65
706;70622;"Schönwies";1378;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70623;"See";940;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70624;"Serfaus";859;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70625;"Spiss";70;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70626;"Stanz bei Landeck";473;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70627;"Strengen";950;722;10;712;237;120;232;26;58;39
706;70628;"Tobadill";399;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;70629;"Tösens";566;371;1;370;131;27;152;15;23;22
706;70630;"Zams";2739;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70701;"Abfaltersbach";520;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70702;"Ainet";752;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70703;"Amlach";404;298;1;297;97;35;114;17;19;15
707;70704;"Anras";963;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70705;"Assling";1394;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70706;"Außervillgraten";610;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70707;"Dölsach";1860;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70708;"Gaimberg";710;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70709;"Hopfgarten in Defereggen";552;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70710;"Innervillgraten";749;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70711;"Iselsberg-Stronach";480;355;4;351;132;24;124;18;26;27
707;70712;"Kals am Großglockner";897;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70713;"Kartitsch";613;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70714;"Lavant";262;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70715;"Leisach";592;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70716;"Lienz";9416;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70717;"Matrei in Osttirol";3808;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70718;"Nikolsdorf";685;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70719;"Nußdorf-Debant";2758;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70720;"Oberlienz";1231;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70721;"Obertilliach";575;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70723;"Prägraten am Großvenediger";941;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70724;"St. Jakob in Defereggen";677;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70725;"St. Johann im Walde";231;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70726;"St. Veit in Defereggen";521;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70727;"Schlaiten";390;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70728;"Sillian";1562;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70729;"Strassen";622;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70731;"Thurn";533;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70732;"Tristach";1219;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70733;"Untertilliach";178;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70734;"Virgen";1774;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;70735;"Heinfels";771;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70801;"Bach";502;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70802;"Berwang";413;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70803;"Biberwier";448;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70804;"Bichlbach";535;374;1;373;145;42;97;21;35;33
708;70805;"Breitenwang";1034;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70806;"Ehenbichl";593;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70807;"Ehrwald";1635;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70808;"Elbigenalp";647;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70809;"Elmen";296;230;1;229;109;24;49;14;23;10
708;70810;"Forchach";193;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70811;"Grän";372;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70812;"Gramais";33;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70813;"Häselgehr";515;388;2;386;151;37;144;18;13;23
708;70814;"Heiterwang";408;NA;NA;NA;NA;NA;NA;NA;NA;NA
